"id","user_id","game_id","pick","is_correct","created_at"
"0100a04e-d194-4505-bb61-7a894474f4f8","KNCanobU7uVRwHBloZcTX4hohOD2","950d355e-96df-42af-b0a5-7853986b80f6","home","false","""2025-10-28T15:54:57.295Z"""
"015389e5-0105-46fe-b8c4-afb53d475efa","HHUFVmkNFOVQRY811qCFh46cuM63","345b6627-774b-4aba-b950-3136abdfe906","home","true","""2025-10-11T04:39:09.427Z"""
"01a30f2c-027a-4bf3-bd65-790a4559ff74","BQMdo8NUOgY8n0QxdUophLPMewp2","4123a030-1fbb-4711-bf11-e7346eb89a3a","away","true","""2025-10-11T14:49:26.834Z"""
"01b7c715-e614-4395-9db2-35218f63161e","uTosuZBxPucsOAnCnHmdA3pzBlb2","03c2cbaa-5b38-48e4-8c8d-3cd882fe4a52","away","true","""2025-12-02T21:16:51.926Z"""
"01c702a9-8cd5-448d-a10c-7c47f2d82e80","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","32207c4d-7e2d-4c98-b5b3-96ca4d5dec98","away","false","""2025-11-27T02:35:10.931Z"""
"01d2898e-6116-4d4b-8dc5-beec40e0fc23","uTosuZBxPucsOAnCnHmdA3pzBlb2","f9dbf52a-051d-47d2-bbc3-f94467e78464","away","false","""2025-10-11T16:08:42.312Z"""
"02102edb-a993-480f-abf2-cf858f37d4f5","fr8mqCiecfbf9coDGLRV2l3U4Ex1","2090fc33-4cd3-45a5-afb4-72ea85a2fac1","away","false","""2025-10-13T05:51:00.786Z"""
"021b2072-ce42-4298-be55-2c3c80920eba","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","dad9a672-eb43-46ec-8ae2-3002a5e40677","away","false","""2025-12-11T02:27:27.336Z"""
"0222c949-188f-4de5-ac21-cfe74c44020e","fr8mqCiecfbf9coDGLRV2l3U4Ex1","a112a186-d4c0-42bd-a2e1-52f89a1d9141","away","true","""2025-10-15T23:46:56.067Z"""
"024aa9bc-9451-4bac-a199-5dc748738059","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","4237591e-c15d-400f-a741-c2881e51db6c","away","true","""2025-10-13T05:23:59.205Z"""
"028a0c2f-62b6-4d26-9695-3ce66cc8e7b4","uTosuZBxPucsOAnCnHmdA3pzBlb2","acc50154-acf6-497e-bd33-a0e21dc297d2","away","true","""2025-10-11T16:07:45.714Z"""
"02cba876-4c90-4f41-b8a2-831266df9dc3","fr8mqCiecfbf9coDGLRV2l3U4Ex1","dd397b62-ab95-43f5-8ae9-6d2e8d0ad988","home","true","""2025-12-09T18:54:43.446Z"""
"02d0342e-cacc-4566-934e-3493e0080152","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","4401d322-197f-4f49-8768-8e2cf323a836","home","true","""2025-10-13T05:34:49.243Z"""
"02fdc374-03bd-43a0-a47b-9ca1b8e409c7","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","8d4b29c4-5a41-48b2-bf80-492089dc3ebb","away","false","""2025-12-24T18:04:28.623Z"""
"031109e8-8792-4852-9a38-f0f61dc6852a","uTosuZBxPucsOAnCnHmdA3pzBlb2","e8750e7d-a111-4664-ac63-cef8be87ed60","away","true","""2025-10-28T15:10:00.365Z"""
"0330dec9-edce-4763-8c87-0000a95be7d1","HHUFVmkNFOVQRY811qCFh46cuM63","d87ea987-47bb-4fb4-aaf3-04d87be2df6d","home","true","""2025-12-17T15:41:35.301Z"""
"03415e31-1e25-493b-9519-a8b634df2aff","fr8mqCiecfbf9coDGLRV2l3U4Ex1","8935b981-7f63-4806-87c9-aca46ca74c66","home","true","""2025-12-18T03:18:03.410Z"""
"03c05d97-0189-4a05-88de-9b5028803553","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","901a2cb5-6d93-473f-a85e-08299818412e","home","true","""2026-01-01T04:33:43.154Z"""
"03c0fdae-d04e-418b-a19d-392ce48bbb8c","uTosuZBxPucsOAnCnHmdA3pzBlb2","885a097f-63a2-4d26-8573-ca0f585970f2","home","true","""2025-10-06T23:16:39.342Z"""
"03cfa2b3-c93a-4ef1-99a3-b23267aafe3f","HHUFVmkNFOVQRY811qCFh46cuM63","5079b48e-5419-4607-a529-b5693b1327c2","home","false","""2025-12-10T01:12:52.120Z"""
"0430ccfe-b599-4373-95cc-5e7356c387e2","fr8mqCiecfbf9coDGLRV2l3U4Ex1","188f8022-c384-495f-bbfa-d45f60761b5d","home","false","""2025-12-18T03:18:03.407Z"""
"045a8bd8-93af-4949-a894-3555e728f79e","KNCanobU7uVRwHBloZcTX4hohOD2","522815a0-4205-44ff-b092-19e05729c816","away","false","""2025-10-11T15:09:38.755Z"""
"0479e39c-82cd-41c2-b201-f4b0165be514","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","5079b48e-5419-4607-a529-b5693b1327c2","away","true","""2025-12-09T18:58:20.624Z"""
"0483f5ce-d2d2-482f-a966-f7029bc22c87","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","af7bfc60-3b99-43a6-a2a3-d1c14ac8c404","away","false","""2025-10-13T16:44:28.383Z"""
"04dbb277-30f9-4e93-8614-8b9b93853cd8","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","ea4ee477-02b5-4856-b1b9-87bc0662769b","home","true","""2025-12-09T18:58:20.536Z"""
"0563171e-f461-4987-93cb-cb3ec44dccba","fr8mqCiecfbf9coDGLRV2l3U4Ex1","6bfceca8-47b4-4e37-98f0-5183061d6da4","home","false","""2025-10-13T05:49:58.081Z"""
"056e075e-489a-4c5c-a36e-ac63e14d690a","BQMdo8NUOgY8n0QxdUophLPMewp2","d3ab96b4-607f-42c7-83e8-f9276484b515","home","false","""2025-10-23T01:28:38.016Z"""
"05a9a506-8b89-42dd-8247-7c8c69ad18d5","BQMdo8NUOgY8n0QxdUophLPMewp2","994d851e-04ce-4155-9fdb-ccd36218aac6","away","true","""2025-12-18T03:34:05.054Z"""
"066a72fd-8f6e-4d40-a8e2-26477a78d476","fr8mqCiecfbf9coDGLRV2l3U4Ex1","0e8fe15d-be4e-4afb-91e7-470e575c0c0e","away","false","""2025-10-13T05:43:03.065Z"""
"0680f190-98ff-4136-a1d8-cbaa8436d881","KNCanobU7uVRwHBloZcTX4hohOD2","4f0c816a-d397-41ba-a8d5-51e1c8b4830c","away","true","""2025-12-16T16:11:50.147Z"""
"06b1eb91-842c-4da2-a893-9fc785eca670","KNCanobU7uVRwHBloZcTX4hohOD2","ccb00408-299b-4110-ae06-4ad1e6aca797","home","true","""2025-11-11T16:23:15.785Z"""
"06e4f497-b679-4d05-8994-8280edece6f5","fr8mqCiecfbf9coDGLRV2l3U4Ex1","32426bff-f56b-479e-b6c6-f599616e8c90","home","true","""2025-11-06T00:57:45.913Z"""
"06f9134c-c8e3-46e5-8969-3b59b0197c4f","fr8mqCiecfbf9coDGLRV2l3U4Ex1","9450763b-6a2d-412f-a2ca-813f3f895037","away","true","""2025-10-22T16:28:53.964Z"""
"06fe9c54-bddc-4972-9440-91fa0f145dff","KNCanobU7uVRwHBloZcTX4hohOD2","85c030e5-5532-48aa-9cf6-89ddb705fd7d","away","true","""2025-12-23T15:48:55.939Z"""
"0752136d-b541-4096-a5c3-b9df6d1004a5","KNCanobU7uVRwHBloZcTX4hohOD2","32207c4d-7e2d-4c98-b5b3-96ca4d5dec98","away","false","""2025-11-25T17:25:25.396Z"""
"076411a0-be19-4a29-a368-22cdb9fb995e","BQMdo8NUOgY8n0QxdUophLPMewp2","d176cfb2-3623-4172-b708-fa83d68a5e6b","away","true","""2025-12-25T03:44:19.706Z"""
"07b61b8d-57bf-4e6a-bb78-0d54d5ba6121","fr8mqCiecfbf9coDGLRV2l3U4Ex1","21be25ec-2be3-4dae-8b56-c58699364ee6","home","true","""2025-12-09T18:54:43.446Z"""
"07cdc51e-3f7f-4e67-bb26-a81307dfa265","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","e6ae54d2-94e5-4fac-a832-ae1eee9da073","home","false","""2025-12-18T03:37:52.129Z"""
"08125c16-4de7-4ba2-813d-19c4bfa12b4f","KNCanobU7uVRwHBloZcTX4hohOD2","6bfceca8-47b4-4e37-98f0-5183061d6da4","home","false","""2025-10-11T15:11:33.436Z"""
"0815027f-34f8-487d-92b1-38e3db2f2c3a","fr8mqCiecfbf9coDGLRV2l3U4Ex1","29fb114a-3404-4532-ac55-9d558ec801df","away","true","""2025-11-25T22:02:09.411Z"""
"0824a8ee-71c8-4791-90f0-214b95771b62","KNCanobU7uVRwHBloZcTX4hohOD2","29fb114a-3404-4532-ac55-9d558ec801df","away","true","""2025-11-25T17:25:25.349Z"""
"0824d8a5-6089-4e5c-a85d-2bf97ad7d6f0","BQMdo8NUOgY8n0QxdUophLPMewp2","f9dbf52a-051d-47d2-bbc3-f94467e78464","home","true","""2025-10-11T14:55:34.616Z"""
"0876ccf6-cb5c-4141-af4f-a46cc196b702","KNCanobU7uVRwHBloZcTX4hohOD2","10c1ffc4-560d-4e34-a5eb-6473b8948b65","home","true","""2025-11-11T16:23:15.726Z"""
"089b4822-f515-4b53-a532-8aa362789c67","HHUFVmkNFOVQRY811qCFh46cuM63","35994b25-507c-4fec-9364-bdc6937e4a74","home","false","""2025-11-12T03:58:38.949Z"""
"08f9d27d-4792-458a-a6ed-9b063937d293","KNCanobU7uVRwHBloZcTX4hohOD2","7866d00d-ca2e-4a1b-9920-8b5fb82887c9","away","true","""2025-12-23T15:48:55.961Z"""
"08fbf7b3-e9be-4ba1-ad8a-0fda4329b032","HHUFVmkNFOVQRY811qCFh46cuM63","8e66c065-1f82-4e8b-add6-e914dcb648f0","away","true","""2025-12-25T03:27:20.724Z"""
"090d998e-7a19-4225-897b-4c25213a7f4d","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","24c1e7d6-cb84-440c-b509-a7a45298c3b4","home","true","""2025-10-13T05:27:55.370Z"""
"090e4311-67d4-43f3-b50d-e3143a5beea3","fr8mqCiecfbf9coDGLRV2l3U4Ex1","252e5dd1-8b22-4b1c-a0d4-4e4368c2a566","away","false","""2025-12-04T04:47:54.885Z"""
"0968a00b-6379-4a7f-b873-235f195128a3","HHUFVmkNFOVQRY811qCFh46cuM63","68a478b0-50fe-4165-9e6a-5e09752aa9e6","away","true","""2025-10-28T19:41:41.122Z"""
"098016db-82c6-4775-8d4c-e9d1855896b5","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","276805f8-a20e-4293-be82-942d6476caf2","home","true","""2025-11-20T03:55:29.689Z"""
"09952c44-e3d0-45fa-a3e4-cd8a488934bf","fr8mqCiecfbf9coDGLRV2l3U4Ex1","a62a935d-3582-4ca9-b30e-9a62d9ad5518","away","true","""2025-10-13T05:45:01.468Z"""
"0999ec63-e9af-44cc-a5ec-2507631d4dff","fr8mqCiecfbf9coDGLRV2l3U4Ex1","e816fba3-9d10-47db-8ecb-46631a5d2e0a","home","true","""2025-12-31T18:30:17.474Z"""
"09bc9367-531e-4737-b9a8-a149d6609563","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","03c2cbaa-5b38-48e4-8c8d-3cd882fe4a52","away","true","""2025-12-02T16:43:55.781Z"""
"09e0fa3e-a87d-4a71-9e7c-7482063f1523","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","2e020826-f20e-465a-8b83-f2eaa4acd153","away","true","""2025-10-16T00:36:23.982Z"""
"0a00ef3c-2f69-45c5-bd21-8275b33f3a0d","BQMdo8NUOgY8n0QxdUophLPMewp2","19f890c0-d258-4049-827c-84336e7569c8","home","false","""2026-01-03T04:39:38.732Z"""
"0a0c32a3-d410-4a9b-a961-7d261e3d22ef","BQMdo8NUOgY8n0QxdUophLPMewp2","c3947a4d-407f-42bf-bd2e-6c8814bf4c97","away","true","""2025-12-18T03:34:04.990Z"""
"0a1f3f10-f83d-4dfe-96a4-ed61ecd68d06","uTosuZBxPucsOAnCnHmdA3pzBlb2","7ebf9a6d-6f11-403d-b054-401e37bfa774","away","false","""2025-10-11T16:07:45.658Z"""
"0a368d13-a0a4-45de-9b63-cdc5d891d4c5","HHUFVmkNFOVQRY811qCFh46cuM63","9cdf4e41-36ae-4354-903e-0f09c651d6f5","away","true","""2025-12-03T23:32:03.798Z"""
"0a4bd162-365b-4cfa-ae14-7b0b8ad0b38c","uTosuZBxPucsOAnCnHmdA3pzBlb2","6f834428-4d17-4f34-9f44-609b49f6cde0","away","false","""2026-01-01T21:46:43.765Z"""
"0a53cded-29f5-4fea-a521-a22f18528d37","HHUFVmkNFOVQRY811qCFh46cuM63","908a0a02-d9c1-4ae0-8abf-d47210acc562","away","true","""2025-10-23T00:09:53.188Z"""
"0a6c6213-4513-4291-9e82-7327cbe7c262","fr8mqCiecfbf9coDGLRV2l3U4Ex1","dd7fd87e-bfc9-4a18-8c64-adb4886065c2","home","true","""2025-12-04T04:47:54.818Z"""
"0a987d91-0b7e-48a8-8817-ba226b8405d8","uTosuZBxPucsOAnCnHmdA3pzBlb2","536a6cc2-537d-4b28-9a57-14b66bad4c54","away","false","""2025-10-11T16:09:43.303Z"""
"0a98fa01-2544-4901-9e55-d509f101875b","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","43fd2c2e-96ca-4127-ac52-c35295bc5944","home","false","""2025-12-02T16:43:55.764Z"""
"0ac9a399-9d7e-4097-83ea-8648d17152dc","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","051cd2bf-649c-4ec3-b1a2-f1260e37a178","home","false","""2025-11-06T03:11:58.001Z"""
"0ad2fd28-7716-4165-9292-c2b210751318","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","bce79cb1-ba5f-4450-82cb-9c5e4b1f8f95","home","true","""2025-10-13T05:34:49.288Z"""
"0adba466-8c6b-4d2a-acae-7b91e23c4d75","BQMdo8NUOgY8n0QxdUophLPMewp2","06166fe9-e0aa-4e3c-b84a-60851b05b11d","away","false","""2025-10-11T14:55:35.635Z"""
"0aeb8a54-06c4-4117-8206-2036bd985021","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","536a6cc2-537d-4b28-9a57-14b66bad4c54","home","true","""2025-10-13T16:47:30.316Z"""
"0af9d841-af2a-455e-b5cf-3d3e484d1d29","HHUFVmkNFOVQRY811qCFh46cuM63","ca151594-164f-4eb9-b679-3eba6b569a85","home","true","""2026-01-02T06:19:39.842Z"""
"0b026e55-4b9c-4949-b872-65510c41fdbf","fr8mqCiecfbf9coDGLRV2l3U4Ex1","89180e44-0ffa-4572-8b0b-2f6d51f6d0a1","away","false","""2025-10-13T05:48:22.358Z"""
"0b3862ce-65d4-46dc-a79c-2f778f8b7af6","KNCanobU7uVRwHBloZcTX4hohOD2","6a204869-e5da-4115-b689-35b74aeaa5a0","away","false","""2025-10-28T15:54:57.321Z"""
"0b404c22-7940-4246-adc5-244d73410eb0","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","53aa259b-a3f7-47c9-8741-e38f88a2e9c6","away","true","""2025-10-13T16:47:30.298Z"""
"0be734ac-eeae-4999-b3c8-151fc7716a25","KNCanobU7uVRwHBloZcTX4hohOD2","62600472-c342-48f2-be96-62b4ef840548","home","false","""2025-12-09T18:35:56.946Z"""
"0bed51a4-d080-48b9-b522-42d2d1e1e74c","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","8935b981-7f63-4806-87c9-aca46ca74c66","away","false","""2025-12-18T03:37:52.145Z"""
"0c147ec1-7eb1-4b48-a5e4-a0559f5bae66","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","ea4ee477-02b5-4856-b1b9-87bc0662769b","home","true","""2025-12-11T02:27:27.313Z"""
"0c26c67a-2375-43db-a20f-24e04b0d8c13","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","dd9a201c-fdc7-42b6-a804-da710d30b4fb","home","true","""2026-01-01T04:33:43.157Z"""
"0c2fac0e-eead-46fc-82c1-b9e0e16bc083","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","7866d00d-ca2e-4a1b-9920-8b5fb82887c9","away","true","""2025-12-24T22:42:46.874Z"""
"0c4b25cc-d2d1-4a02-bbe8-2ffc68ab743c","uTosuZBxPucsOAnCnHmdA3pzBlb2","fca266c3-8458-4a37-aac3-9026491e158b","home","false","""2025-12-02T21:16:51.922Z"""
"0ca8cbb9-548f-472c-8a16-9ac133d2a232","fr8mqCiecfbf9coDGLRV2l3U4Ex1","e8750e7d-a111-4664-ac63-cef8be87ed60","away","true","""2025-10-30T00:37:16.721Z"""
"0cbd0643-5f98-4a6e-9878-b6067e7114d0","HHUFVmkNFOVQRY811qCFh46cuM63","4e1dc139-ee89-482e-992c-bf20980aa2f2","home","false","""2025-11-19T16:16:01.092Z"""
"0cd52ecb-6db5-4ccc-8215-55849c91ad5f","KNCanobU7uVRwHBloZcTX4hohOD2","cc2f7e28-74cb-48e1-8a99-6d2421e9b89b","away","false","""2025-10-06T20:38:17.369Z"""
"0ce81604-1d5e-45cf-a77c-2a496d1dd625","fr8mqCiecfbf9coDGLRV2l3U4Ex1","01b38b62-0eeb-482b-ba65-10d5468a0d1a","away","false","""2025-11-13T03:54:10.504Z"""
"0ce98b71-a7ba-48f6-aef4-804f95c576b5","BQMdo8NUOgY8n0QxdUophLPMewp2","e6808aab-7a72-4e45-a298-5ae94f361977","away","true","""2025-10-11T14:52:44.514Z"""
"0cf4e6f2-8008-4354-8e63-5be334b97a69","fr8mqCiecfbf9coDGLRV2l3U4Ex1","80684a75-8cb4-4a6a-92f4-850b95158aa1","home","false","""2025-10-13T05:45:01.441Z"""
"0d19c979-8e85-4173-9bd6-8c9d2534a0b5","KNCanobU7uVRwHBloZcTX4hohOD2","27272f98-3733-4614-a94f-7c57e4de90b0","away","false","""2025-11-04T17:08:40.040Z"""
"0d26d6ac-0413-499e-8bbd-e76d9ca4290d","uTosuZBxPucsOAnCnHmdA3pzBlb2","b43a659b-4752-4cc7-ad9a-8e9fb11b4d20","home","false","""2025-10-11T16:05:19.880Z"""
"0d508aae-81ec-41cb-9a25-a5c81826545d","uTosuZBxPucsOAnCnHmdA3pzBlb2","fb0bc69a-83ef-483f-a568-d6aa45758a4c","away","false","""2025-12-09T19:52:27.618Z"""
"0d555455-976b-423d-9a9a-071bd6918619","fr8mqCiecfbf9coDGLRV2l3U4Ex1","cd1f1d0a-7194-49c7-af9c-afc86b7933a0","home","true","""2025-11-25T22:02:09.407Z"""
"0d7674d8-2a18-405b-bf72-063eaf486817","HHUFVmkNFOVQRY811qCFh46cuM63","c3eac563-fddd-4906-a10d-17ba6a4e1f16","away","true","""2025-10-15T14:35:45.473Z"""
"0d80c357-62cc-434f-88b7-79f41a47d4ac","uTosuZBxPucsOAnCnHmdA3pzBlb2","e9be9eb2-a692-4a1b-909f-890ac195f92e","away","false","""2026-01-01T21:46:43.712Z"""
"0d88c090-eaaa-454f-8578-c92be6bc04a6","KNCanobU7uVRwHBloZcTX4hohOD2","6dd54dde-1403-44da-b4fd-8dc8aafb4ce1","home","true","""2025-10-06T20:33:28.098Z"""
"0daaa31d-86f8-4fc6-a9fd-598084944e2b","uTosuZBxPucsOAnCnHmdA3pzBlb2","5ee8fa87-ea63-495d-ba53-9779d679b3e9","away","true","""2025-10-06T23:16:40.507Z"""
"0db51489-d121-4726-ba36-efad0e632235","HHUFVmkNFOVQRY811qCFh46cuM63","3e3db6c8-9daf-4077-9602-a12ad24d3f1c","away","true","""2025-11-05T16:48:22.346Z"""
"0dc13df6-c06a-468f-b0fe-5a78e4a9b2e6","KNCanobU7uVRwHBloZcTX4hohOD2","34233cff-87ec-4c05-aa66-21af99b029e6","away","false","""2025-12-16T16:11:50.169Z"""
"0dc4d62b-637b-4722-b5b6-907d885663ee","KNCanobU7uVRwHBloZcTX4hohOD2","5fff642f-22ef-4c52-bdc8-86c57876f1f7","home","true","""2025-12-09T18:35:56.878Z"""
"0e26220f-70e0-43cc-a729-1630153d43ba","KNCanobU7uVRwHBloZcTX4hohOD2","75fb78a0-ee28-474a-b080-19dbaed51a42","home","true","""2025-10-11T15:11:33.418Z"""
"0e3ca47b-209a-47a8-aa7b-4c39a6d53f77","BQMdo8NUOgY8n0QxdUophLPMewp2","f6fab087-2f9f-4790-bc3f-3ce30915e78f","home","true","""2025-10-16T00:52:51.677Z"""
"0e487354-31c5-41cb-8594-40ba7f6bdb9a","HHUFVmkNFOVQRY811qCFh46cuM63","bafe51de-84a7-486a-b104-788bf1701391","away","true","""2025-10-11T04:35:46.483Z"""
"0e674577-afbc-46b3-b6aa-2861a1cad835","KNCanobU7uVRwHBloZcTX4hohOD2","d3ac1372-895d-4214-91b0-8990c81c763e","away","true","""2025-11-18T17:23:10.538Z"""
"0ee3959d-75d4-4944-8dcc-59d76ed6fb52","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","f27424c5-879c-48b1-bfd9-92133a620c63","home","false","""2025-10-13T05:34:49.245Z"""
"0f22bbbf-091b-4337-9854-fbc126f1c5a8","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","9cdf4e41-36ae-4354-903e-0f09c651d6f5","away","true","""2025-12-02T16:43:55.744Z"""
"0f2a5e75-79b4-4305-8053-16cbd5a7b8a5","fr8mqCiecfbf9coDGLRV2l3U4Ex1","a6610cd6-055f-4716-8f88-189d342b234f","away","true","""2025-12-09T18:54:43.395Z"""
"0f71de92-2e10-4106-aff2-bc78b080b79b","BQMdo8NUOgY8n0QxdUophLPMewp2","ce993454-eab0-4e59-af3b-f096423d36b2","away","true","""2025-10-11T14:54:09.783Z"""
"0fa5303a-7c12-4ddd-8a63-a9dd6d1b5dbc","HHUFVmkNFOVQRY811qCFh46cuM63","99235d98-91df-43b3-9c1f-927882dbdef1","away","false","""2026-01-02T06:19:39.790Z"""
"0faa9070-189e-4058-9cea-f6d6d7f13daa","BQMdo8NUOgY8n0QxdUophLPMewp2","01b38b62-0eeb-482b-ba65-10d5468a0d1a","away","false","""2025-11-13T04:17:56.808Z"""
"0fbddc7c-8e14-4b11-b5d7-42c12418066e","KNCanobU7uVRwHBloZcTX4hohOD2","2038f542-7164-4fe9-8cde-198fe2c08076","away","false","""2025-10-11T15:09:38.712Z"""
"0fd0b45e-6313-4c0e-ac13-d6ef746a9f5d","KNCanobU7uVRwHBloZcTX4hohOD2","e3482d66-4562-4ff3-b48d-5845fb84f5c7","home","false","""2025-12-23T15:48:55.924Z"""
"10692d4f-ff66-444e-9b8f-9dd67bc266f0","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","e6808aab-7a72-4e45-a298-5ae94f361977","away","true","""2025-10-13T16:43:12.565Z"""
"10835c4e-98b0-4b2a-89e2-325bad836248","fr8mqCiecfbf9coDGLRV2l3U4Ex1","da5986d0-a029-4174-b078-fdbd8b3cfaa6","away","false","""2025-12-24T17:05:36.281Z"""
"10891569-1e7a-4cbb-8229-6554c2e3a646","fr8mqCiecfbf9coDGLRV2l3U4Ex1","9bfe49ed-52c4-4923-94cc-6ca165d56c38","home","true","""2025-10-13T05:45:01.468Z"""
"10adfce0-abf3-45b6-9066-a164e40b5acc","uTosuZBxPucsOAnCnHmdA3pzBlb2","dd397b62-ab95-43f5-8ae9-6d2e8d0ad988","home","true","""2025-12-09T19:52:27.636Z"""
"10dacdfd-9332-48d5-b0b4-b4de89927b63","KNCanobU7uVRwHBloZcTX4hohOD2","0882b537-08b1-4a14-b320-02958418489e","away","true","""2025-12-23T15:48:55.940Z"""
"10fac148-2abc-42ab-b0b3-79823ce79cf7","HHUFVmkNFOVQRY811qCFh46cuM63","0e8fe15d-be4e-4afb-91e7-470e575c0c0e","away","false","""2025-10-11T04:32:32.836Z"""
"10fb380c-7b2b-4d14-81c7-02877309173d","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","29981eec-1aff-4705-9a1a-50abfd2ae3b6","home","true","""2025-11-27T00:46:50.678Z"""
"10fb5254-b691-41eb-9629-062c9223bf85","uTosuZBxPucsOAnCnHmdA3pzBlb2","28d1bb5a-b58b-4999-967d-e88f6ee87dfd","away","false","""2025-10-14T21:25:29.567Z"""
"1125c687-57c2-4570-af92-6afebb0e2196","HHUFVmkNFOVQRY811qCFh46cuM63","4f0c816a-d397-41ba-a8d5-51e1c8b4830c","away","true","""2025-12-17T15:41:35.365Z"""
"112ae47e-979b-4cc8-b506-0308d229ca6d","KNCanobU7uVRwHBloZcTX4hohOD2","9052fac9-1e88-40d3-b38d-651f4d9b8baa","away","false","""2025-10-11T15:09:38.757Z"""
"117bd01a-5bf1-4d62-b8db-29785d9a4c03","HHUFVmkNFOVQRY811qCFh46cuM63","e5f5592c-6f29-4f54-91fd-f482091aa68d","home","true","""2025-10-15T14:35:47.110Z"""
"1192dffa-ac1b-450a-a571-02e8744c967d","fr8mqCiecfbf9coDGLRV2l3U4Ex1","7192c43d-86ac-41f4-a295-4f8c93d9c895","home","true","""2025-10-13T05:46:46.100Z"""
"11a27106-73d5-40f8-b37a-64f3ad1107ec","uTosuZBxPucsOAnCnHmdA3pzBlb2","102b51be-41f2-4990-b2f0-894f6667fe87","away","true","""2025-10-28T15:10:00.368Z"""
"11b815eb-dd02-4744-8b1c-96f5a9a8fecf","HHUFVmkNFOVQRY811qCFh46cuM63","797236fe-612e-442c-8ea5-d6e36abc1d1c","away","true","""2025-10-28T19:41:39.292Z"""
"11cbb5ab-a824-4856-a5c6-a739f4504974","uTosuZBxPucsOAnCnHmdA3pzBlb2","29981eec-1aff-4705-9a1a-50abfd2ae3b6","home","true","""2025-11-25T20:11:42.017Z"""
"11d5535d-9dde-4d9c-9db2-aa84555ed1ef","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","d651c81f-0354-4c35-89a3-a09c9278c406","away","true","""2025-11-06T03:07:14.244Z"""
