"id","user_id","type","name","description","week","earned_at","season","sport","game_id"
"1afac9bb-2175-48e2-8bd9-6de1134c51a3","HHUFVmkNFOVQRY811qCFh46cuM63","most_wins","Most Wins of the Week","Got 10 picks correct this week","15","""2025-12-16T15:11:07.849Z""","2025","nfl",
"21493563-4205-4b43-bb22-3bd1d6c62a43","BQMdo8NUOgY8n0QxdUophLPMewp2","upset_pick","Upset Pick of the Week","Picked HOU to beat KC with only 34% win probability","14","""2025-12-09T14:59:34.765Z""","2025","nfl",
"232cc509-fd9a-443d-a570-4bc91815211c","fr8mqCiecfbf9coDGLRV2l3U4Ex1","lone_wolf","Lone Wolf","Was the only player to pick DEN to beat KC","11","""2025-11-18T08:21:39.145Z""","2025","nfl","341b5cbc-ccde-4fa1-88be-589e8affad57"
"235d3b71-f118-431b-8ca1-5f3335f03e60","uTosuZBxPucsOAnCnHmdA3pzBlb2","loser","Loser of the Week","Got 7 picks wrong this week","13","""2025-12-02T08:12:47.333Z""","2025","nfl",
"2ab46555-9aa9-4613-87fa-90e80270df98","uTosuZBxPucsOAnCnHmdA3pzBlb2","most_wins","Most Wins of the Week","Got 11 picks correct this week","8","""2025-10-28T14:56:38.113Z""","2025","nfl",
"2ef41d85-f3b0-48a1-ac06-25ba26a9e817","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","lone_wolf","Lone Wolf","Was the only player to pick HOU to beat IND","13","""2025-12-02T08:12:50.433Z""","2025","nfl","793d9cdc-de69-460d-ab68-902390a914ec"
"30798dc8-45c2-41a6-befb-9aa983ea5001","fr8mqCiecfbf9coDGLRV2l3U4Ex1","most_wins","Most Wins of the Week","Got 11 picks correct this week","12","""2025-11-25T08:13:25.546Z""","2025","nfl",
"325890dd-f6ad-4b52-990b-cfc74140e8f7","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 5 picks wrong this week","2","""2025-10-15T04:25:18.270Z""","2025","nfl",
"37aa027a-54b7-415f-b3ab-cdf7aff2e147","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","most_wins","Most Wins of the Week","Got 13 picks correct this week","16","""2025-12-23T08:04:42.950Z""","2025","nfl",
"3822010b-bc54-412d-a8d6-450ab4e56dda","fr8mqCiecfbf9coDGLRV2l3U4Ex1","loser","Loser of the Week","Got 6 picks wrong this week","9","""2025-11-04T08:42:07.928Z""","2025","nfl",
"38ccf46c-5277-44b8-a4ce-10413648fdc7","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","upset_pick","Upset Pick of the Week","Picked LAC to beat KC with only 35% win probability","15","""2025-12-16T15:11:08.408Z""","2025","nfl",
"3a0890ef-c16d-458b-8165-0b9f5256ea70","KNCanobU7uVRwHBloZcTX4hohOD2","most_wins","Most Wins of the Week","Got 11 picks correct this week","10","""2025-11-11T08:21:37.139Z""","2025","nfl",
"3cd2f679-264d-4949-ad9a-374a835846cb","fr8mqCiecfbf9coDGLRV2l3U4Ex1","lone_wolf","Lone Wolf","Was the only player to pick CIN to beat BAL","13","""2025-12-02T08:12:48.733Z""","2025","nfl","a7911bab-2f04-4cdb-ad84-6b16a18c74f3"
"3cf0bdf7-d809-4fc8-877f-4868ba5e1d17","fr8mqCiecfbf9coDGLRV2l3U4Ex1","most_wins","Most Wins of the Week","Got 14 picks correct this week","1","""2025-10-15T04:25:22.185Z""","2025","nfl",
"448bfab7-eca7-444f-a5fa-003caf5fdbb7","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","upset_pick","Upset Pick of the Week","Picked CAR to beat LAR with only 28% win probability","13","""2025-12-02T08:12:48.133Z""","2025","nfl",
"455dc5d2-ffe6-48b1-bc91-e4dc437ecd61","HHUFVmkNFOVQRY811qCFh46cuM63","lone_wolf","Lone Wolf","Was the only player to pick ARI as the winner","9","""2025-11-10T06:14:52.405Z""","2025","nfl","44ed9a41-84ec-4d18-9569-8283f5a81d14"
"491ab0fd-c2b5-4379-b170-da575685023b","uTosuZBxPucsOAnCnHmdA3pzBlb2","lone_wolf","Lone Wolf","Was the only player to pick CAR as the winner","6","""2025-11-10T06:14:40.834Z""","2025","nfl","885a097f-63a2-4d26-8573-ca0f585970f2"
"4c680a8f-e602-4505-ac4e-5558f2ef88c7","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 8 picks wrong this week","14","""2025-12-09T14:59:34.465Z""","2025","nfl",
"4ce915f6-7daf-4fe5-880a-16ab2255b8ef","KNCanobU7uVRwHBloZcTX4hohOD2","lone_wolf","Lone Wolf","Was the only player to pick NYJ as the winner","10","""2025-11-11T08:21:41.034Z""","2025","nfl","ffa49879-774b-46f4-a6f1-b3c5c08950e3"
"4d953eb6-a3e8-4035-a290-47bae3a5547b","uTosuZBxPucsOAnCnHmdA3pzBlb2","most_wins","Most Wins of the Week","Got 8 picks correct this week","14","""2025-12-09T14:59:33.765Z""","2025","nfl",
"4e9f1db0-5e6a-406d-8a97-5058e6e4d8d0","HHUFVmkNFOVQRY811qCFh46cuM63","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.9% win probability","7","""2025-10-21T07:42:11.263Z""","2025","nfl",
"50dd0e07-af08-49d9-9670-726bd6edbeff","BQMdo8NUOgY8n0QxdUophLPMewp2","most_wins","Most Wins of the Week","Got 14 picks correct this week","1","""2025-10-15T04:25:21.995Z""","2025","nfl",
"52d472c2-c523-45fc-ad86-ae72b72e4a0d","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","most_wins","Most Wins of the Week","Got 9 picks correct this week","5","""2025-10-15T04:25:06.756Z""","2025","nfl",
"535585cd-bf35-492d-9c6f-12bd8f79161b","fr8mqCiecfbf9coDGLRV2l3U4Ex1","most_wins","Most Wins of the Week","Got 14 picks correct this week","2","""2025-10-15T04:25:18.175Z""","2025","nfl",
"573e4e34-631a-470c-92b1-6becd197f3e1","fr8mqCiecfbf9coDGLRV2l3U4Ex1","loser","Loser of the Week","Got 7 picks wrong this week","3","""2025-10-15T04:25:14.612Z""","2025","nfl",
"59042bb5-47c2-409f-bd1c-add205595b72","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","most_wins","Most Wins of the Week","Got 8 picks correct this week","14","""2025-12-09T14:59:32.265Z""","2025","nfl",
"59c20965-a482-4734-9d69-f31199853eae","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","most_wins","Most Wins of the Week","Got 10 picks correct this week","4","""2025-10-15T04:25:10.872Z""","2025","nfl",
"59e4391a-cf3f-411c-bcb1-c16bc8d98fb0","uTosuZBxPucsOAnCnHmdA3pzBlb2","most_wins","Most Wins of the Week","Got 12 picks correct this week","17","""2025-12-30T16:42:57.494Z""","2025","nfl",
"5acbea48-5ece-41a1-839e-d79f2ec69402","BQMdo8NUOgY8n0QxdUophLPMewp2","most_wins","Most Wins of the Week","Got 8 picks correct this week","14","""2025-12-09T14:59:32.765Z""","2025","nfl",
"5c506610-73da-4e4a-abfd-4e59cb5ec5bb","uTosuZBxPucsOAnCnHmdA3pzBlb2","upset_pick","Upset Pick of the Week","Picked HOU to beat KC with only 34% win probability","14","""2025-12-09T14:59:34.966Z""","2025","nfl",
"5da5f097-122b-4831-8671-d6cbe0ba01a0","uTosuZBxPucsOAnCnHmdA3pzBlb2","lone_wolf","Lone Wolf","Was the only player to pick MIN to beat DET","17","""2025-12-30T16:42:59.395Z""","2025","nfl","bbf31f42-841a-4dc4-ae72-bfa5b5822a7c"
"5f6388bc-77be-4c34-8d19-25c0c02cdd78","uTosuZBxPucsOAnCnHmdA3pzBlb2","most_wins","Most Wins of the Week","Got 11 picks correct this week","12","""2025-11-25T08:13:25.247Z""","2025","nfl",
"6066b8f0-d0bb-4a45-8b52-9f9b2b40548d","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 6 picks wrong this week","9","""2025-11-04T08:42:08.427Z""","2025","nfl",
"6091296c-f3ec-483e-a452-ef2962d40254","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.9% win probability","7","""2025-10-21T07:42:10.063Z""","2025","nfl",
"62af9638-f323-4118-8c46-b551a7ce9cd5","HHUFVmkNFOVQRY811qCFh46cuM63","loser","Loser of the Week","Got 7 picks wrong this week","13","""2025-12-02T08:12:46.833Z""","2025","nfl",
"67478c21-ded5-4419-9cb1-f7abc344b056","HHUFVmkNFOVQRY811qCFh46cuM63","most_wins","Most Wins of the Week","Got 13 picks correct this week","7","""2025-10-21T07:42:07.463Z""","2025","nfl",
"679f5915-e9c5-48d0-8dfc-5bd74847accd","HHUFVmkNFOVQRY811qCFh46cuM63","most_wins","Most Wins of the Week","Got 14 picks correct this week","2","""2025-10-15T04:25:18.080Z""","2025","nfl",
"68f810a6-36b5-44fd-9516-877ff5a59c93","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.6% win probability","10","""2025-11-11T08:21:40.434Z""","2025","nfl",
"69db6d5a-1ed2-4dc5-bdec-914f74076596","HHUFVmkNFOVQRY811qCFh46cuM63","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 41.5% win probability","8","""2025-10-28T14:56:39.413Z""","2025","nfl",
"6bc6f9e2-b2d3-437a-8925-54a9957d19fb","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 7 picks wrong this week","6","""2025-10-15T04:22:26.666Z""","2025","nfl",
"6cf7e97c-23cd-4b1b-87c4-6900579de299","KNCanobU7uVRwHBloZcTX4hohOD2","most_wins","Most Wins of the Week","Got 14 picks correct this week","1","""2025-10-15T04:25:22.091Z""","2025","nfl",
"6fd4ad7f-b6f3-4def-805c-9fdfb4d2bf0c","KNCanobU7uVRwHBloZcTX4hohOD2","loser","Loser of the Week","Got 7 picks wrong this week","16","""2025-12-23T08:04:43.450Z""","2025","nfl",
"7376ead5-f40b-4319-bb70-4bf722c93daf","KNCanobU7uVRwHBloZcTX4hohOD2","loser","Loser of the Week","Got 7 picks wrong this week","13","""2025-12-02T08:12:47.633Z""","2025","nfl",
"73a55dbd-2d46-478c-a1c0-fbe93c9dad33","HHUFVmkNFOVQRY811qCFh46cuM63","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 38.8% win probability","9","""2025-11-04T08:42:09.527Z""","2025","nfl",
"743cd383-c4fa-4195-8d3c-87b2577156b4","fr8mqCiecfbf9coDGLRV2l3U4Ex1","lone_wolf","Lone Wolf","Was the only player to pick LAC to beat PHI","14","""2025-12-09T14:59:35.867Z""","2025","nfl","37c2791d-e4f9-4c07-8559-0f0e8b3afb1f"
"776fbc70-698c-4c24-ac9e-e6b8ff9ca678","uTosuZBxPucsOAnCnHmdA3pzBlb2","most_wins","Most Wins of the Week","Got 12 picks correct this week","11","""2025-11-18T08:21:34.145Z""","2025","nfl",
"7eb900cb-4599-4ea8-9621-bcb00f913468","KNCanobU7uVRwHBloZcTX4hohOD2","lone_wolf","Lone Wolf","Was the only player to pick DAL to beat PHI","12","""2025-11-25T08:13:28.946Z""","2025","nfl","3d39c331-c9b0-4b49-b89d-b7230e187105"
"85865955-2ee0-4260-a99b-bc26428eb49e","HHUFVmkNFOVQRY811qCFh46cuM63","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.6% win probability","10","""2025-11-11T08:21:39.434Z""","2025","nfl",
"86a1030f-1061-4f60-be92-ccfee8c44df5","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","lone_wolf","Lone Wolf","Was the only player to pick DEN as the winner","5","""2025-11-10T06:14:56.293Z""","2025","nfl","b13933b1-d259-4881-9b23-f1d737a398df"
"8a57d804-a0ba-4bef-b10c-e0b3f00c7bdb","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 7 picks wrong this week","10","""2025-11-11T08:21:38.234Z""","2025","nfl",
"8c2f9c7f-5420-4346-b1e6-4053ef75b8e3","HHUFVmkNFOVQRY811qCFh46cuM63","most_wins","Most Wins of the Week","Got 10 picks correct this week","9","""2025-11-04T08:42:06.727Z""","2025","nfl",
"8ff8ad29-017b-4713-9d3a-f58112494097","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","upset_pick","Upset Pick of the Week","Picked TEN to beat KC with only 31% win probability","16","""2025-12-23T08:04:44.150Z""","2025","nfl",
"90e26683-87ea-4dc0-8a82-ac258ddc3261","KNCanobU7uVRwHBloZcTX4hohOD2","most_wins","Most Wins of the Week","Got 11 picks correct this week","6","""2025-10-15T04:22:26.575Z""","2025","nfl",
"9570c48b-7a17-4792-bfd0-779d03fabda9","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","lone_wolf","Lone Wolf","Was the only player to pick ATL to beat LAR","17","""2025-12-30T16:42:59.994Z""","2025","nfl","8d4b29c4-5a41-48b2-bf80-492089dc3ebb"
"9a1c06e1-3f0d-44ca-ad6f-8ad681504b39","fr8mqCiecfbf9coDGLRV2l3U4Ex1","upset_pick","Upset Pick of the Week","Picked TEN to beat KC with only 31% win probability","16","""2025-12-23T08:04:44.450Z""","2025","nfl",
"9e6b8f05-e28a-4e0c-8217-f6f82b98a07e","HHUFVmkNFOVQRY811qCFh46cuM63","most_wins","Most Wins of the Week","Got 11 picks correct this week","8","""2025-10-28T14:56:38.915Z""","2025","nfl",
"a3ec887a-7165-4558-82e8-2712677c5a8c","BQMdo8NUOgY8n0QxdUophLPMewp2","loser","Loser of the Week","Got 6 picks wrong this week","8","""2025-10-28T14:56:39.213Z""","2025","nfl",
"a40cbab4-8a91-4ba1-8e4d-2c684dd65afe","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","upset_pick","Upset Pick of the Week","Picked SF to beat CAR with only 73% win probability","12","""2025-11-25T17:20:36.006Z""","2025","nfl",
"a61733ee-c1d6-489e-9ca9-16e76c847804","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","most_wins","Most Wins of the Week","Got 11 picks correct this week","13","""2025-12-02T08:12:46.335Z""","2025","nfl",
"a9880dc9-eeb5-448f-a5c1-93b835b573be","KNCanobU7uVRwHBloZcTX4hohOD2","upset_pick","Upset Pick of the Week","Picked SF to beat CAR with only 73% win probability","12","""2025-11-25T17:20:36.188Z""","2025","nfl",
"a9abb13c-593f-4d2e-a22c-f7b58c2054f0","BQMdo8NUOgY8n0QxdUophLPMewp2","loser","Loser of the Week","Got 7 picks wrong this week","10","""2025-11-11T08:21:38.634Z""","2025","nfl",
"a9cc2c70-841b-4ceb-8dfd-2d2182116f07","HHUFVmkNFOVQRY811qCFh46cuM63","loser","Loser of the Week","Got 5 picks wrong this week","12","""2025-11-25T08:13:25.846Z""","2025","nfl",
"ad3bdb15-f382-4e70-8677-3a1749e9ab3d","HHUFVmkNFOVQRY811qCFh46cuM63","upset_pick","Upset Pick of the Week","Picked HOU to beat KC with only 34% win probability","14","""2025-12-09T14:59:35.265Z""","2025","nfl",
"afa1bf14-db51-4893-bdde-6aa4d876b6bf","fr8mqCiecfbf9coDGLRV2l3U4Ex1","loser","Loser of the Week","Got 4 picks wrong this week","7","""2025-10-21T07:42:08.364Z""","2025","nfl",
"b07eb55d-299a-4e6f-a779-4af630fc06ea","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 8 picks wrong this week","15","""2025-12-16T15:11:08.128Z""","2025","nfl",
"b751ba0c-14f7-4bbb-bcc9-5ef9c0cab3b6","uTosuZBxPucsOAnCnHmdA3pzBlb2","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.6% win probability","10","""2025-11-11T08:21:39.736Z""","2025","nfl",
"ba7c4906-79e4-4290-b4de-00e6c2ed58e9","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 10 picks wrong this week","4","""2025-10-15T04:25:11.065Z""","2025","nfl",
"bab425d9-0228-424b-80a9-8a9141837251","BQMdo8NUOgY8n0QxdUophLPMewp2","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.9% win probability","7","""2025-10-21T07:42:10.863Z""","2025","nfl",
"bc7bd9cc-7567-44bb-a1d1-978da47756be","KNCanobU7uVRwHBloZcTX4hohOD2","lone_wolf","Lone Wolf","Was the only player to pick KC as the winner","6","""2025-11-10T06:14:40.940Z""","2025","nfl","aa089e46-2b2b-4939-b3c0-57961a62bd42"
"c0faad18-93fe-47ce-912f-2979747f59bd","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","upset_pick","Upset Pick of the Week","Picked SF to beat CAR with only 73% win probability","12","""2025-11-25T17:20:35.914Z""","2025","nfl",
"c1152ffe-9373-45ac-852a-017b1dc9eb32","KNCanobU7uVRwHBloZcTX4hohOD2","most_wins","Most Wins of the Week","Got 12 picks correct this week","3","""2025-10-15T04:25:14.517Z""","2025","nfl",
"c79b9f96-54d3-46c9-bf89-f0d1277f7917","BQMdo8NUOgY8n0QxdUophLPMewp2","most_wins","Most Wins of the Week","Got 10 picks correct this week","4","""2025-10-15T04:25:10.773Z""","2025","nfl",
"c985ae83-db5b-4185-8370-6eafc83f62b7","uTosuZBxPucsOAnCnHmdA3pzBlb2","loser","Loser of the Week","Got 9 picks wrong this week","5","""2025-10-15T04:25:06.849Z""","2025","nfl",
"c9956ae8-e9be-4b15-b15d-fa3801474d5f","fr8mqCiecfbf9coDGLRV2l3U4Ex1","loser","Loser of the Week","Got 7 picks wrong this week","16","""2025-12-23T08:04:43.860Z""","2025","nfl",
"ccf42f72-e662-4491-93a2-7004dd2229e1","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","lone_wolf","Lone Wolf","Was the only player to pick SEA to beat LAR","16","""2025-12-23T08:04:45.050Z""","2025","nfl","6b0872bf-a289-43e7-bc27-be771751ed95"
"ce64b846-7adb-4bf0-b64e-5cdc814e9e58","fr8mqCiecfbf9coDGLRV2l3U4Ex1","most_wins","Most Wins of the Week","Got 9 picks correct this week","5","""2025-10-15T04:25:06.660Z""","2025","nfl",
"cfadc048-cfe2-4496-b852-d9d01112e176","BQMdo8NUOgY8n0QxdUophLPMewp2","upset_pick","Upset Pick of the Week","Picked SF to beat CAR with only 73% win probability","12","""2025-11-25T17:20:36.278Z""","2025","nfl",
"cfcbffd7-4ba4-48ac-9129-d8bbbb9c4590","fr8mqCiecfbf9coDGLRV2l3U4Ex1","loser","Loser of the Week","Got 8 picks wrong this week","11","""2025-11-18T08:21:34.745Z""","2025","nfl",
"d01ffc0f-b6a2-499f-98cf-4ba5bef30857","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","loser","Loser of the Week","Got 7 picks wrong this week","13","""2025-12-02T08:12:47.033Z""","2025","nfl",
"d7a22626-c261-411f-b8ed-5c80173e32da","HHUFVmkNFOVQRY811qCFh46cuM63","upset_pick","Upset Pick of the Week","Picked LAC to beat KC with only 35% win probability","15","""2025-12-16T15:11:08.228Z""","2025","nfl",
"d9cb3b57-6bea-403a-bd07-0d593accdc93","HHUFVmkNFOVQRY811qCFh46cuM63","most_wins","Most Wins of the Week","Got 8 picks correct this week","14","""2025-12-09T14:59:34.165Z""","2025","nfl",
"dba01d1e-582c-4834-8c57-38f7f8cff33a","5Sg3H3XuN7cEb8TLhyA8p8j3hg12","most_wins","Most Wins of the Week","Got 10 picks correct this week","9","""2025-11-04T08:42:07.228Z""","2025","nfl",
"e0ea1726-3427-45a7-a621-79069b9929bf","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","lone_wolf","Lone Wolf","Was the only player to pick CAR to beat LAR","13","""2025-12-02T08:12:49.733Z""","2025","nfl","8f749334-e12d-44cd-87b6-6927f8ad876d"
"e0f886f0-8d0a-4122-9504-61124c3501e6","uTosuZBxPucsOAnCnHmdA3pzBlb2","loser","Loser of the Week","Got 8 picks wrong this week","15","""2025-12-16T15:11:08.040Z""","2025","nfl",
"e5e188b0-5d4f-4a29-ae9d-ebe443f0416c","fr8mqCiecfbf9coDGLRV2l3U4Ex1","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.9% win probability","7","""2025-10-21T07:42:10.363Z""","2025","nfl",
"eabe30bd-a802-470c-a3f9-ea5440249631","HHUFVmkNFOVQRY811qCFh46cuM63","upset_pick","Upset Pick of the Week","Picked SF to beat CAR with only 73% win probability","12","""2025-11-25T17:20:36.097Z""","2025","nfl",
"eb6230ce-defd-4159-9039-8e16bdefdbf3","KNCanobU7uVRwHBloZcTX4hohOD2","loser","Loser of the Week","Got 6 picks wrong this week","9","""2025-11-04T08:42:09.029Z""","2025","nfl",
"ec59901f-c1cc-4b66-806a-e75e1383cb58","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.9% win probability","7","""2025-10-21T07:42:11.563Z""","2025","nfl",
"ed82ba42-6c2b-4f5b-adb0-41d5359c398a","fr8mqCiecfbf9coDGLRV2l3U4Ex1","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 41.5% win probability","8","""2025-10-28T14:56:39.713Z""","2025","nfl",
"ee2ce7e7-c03f-4e47-8b03-022ba5eff7fd","fr8mqCiecfbf9coDGLRV2l3U4Ex1","loser","Loser of the Week","Got 9 picks wrong this week","17","""2025-12-30T16:42:57.894Z""","2025","nfl",
"f1516a4d-d381-422c-a308-51f19c0db07f","fr8mqCiecfbf9coDGLRV2l3U4Ex1","upset_pick","Upset Pick of the Week","Successfully picked a winner with only 47.6% win probability","10","""2025-11-11T08:21:40.134Z""","2025","nfl",
"f15a3b65-b1c5-4772-9273-09d1f688758b","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","loser","Loser of the Week","Got 4 picks wrong this week","7","""2025-10-21T07:42:09.563Z""","2025","nfl",
"f172efd6-6257-47a2-a7f2-11fd1ed06533","MrwsvsZKPwTJ4SwYnAKtyPEAsrq2","upset_pick","Upset Pick of the Week","Picked ATL to beat LAR with only 26% win probability","17","""2025-12-30T16:42:58.996Z""","2025","nfl",
"f18e6ce5-e222-4d03-ba10-bb34ac505d34","BQMdo8NUOgY8n0QxdUophLPMewp2","upset_pick","Upset Pick of the Week","Picked LAC to beat KC with only 35% win probability","15","""2025-12-16T15:11:08.500Z""","2025","nfl",
"f2917034-b6fe-43eb-9c1a-6c7613db7c13","uTosuZBxPucsOAnCnHmdA3pzBlb2","lone_wolf","Lone Wolf","Was the only player to pick DEN to beat GB","15","""2025-12-16T15:11:08.680Z""","2025","nfl","dad9a672-eb43-46ec-8ae2-3002a5e40677"
"f4018e45-c3e3-470a-b5a9-2e8a59fa2723","uTosuZBxPucsOAnCnHmdA3pzBlb2","loser","Loser of the Week","Got 8 picks wrong this week","1","""2025-10-15T04:25:22.279Z""","2025","nfl",
"f54479c8-a440-47c2-bfa7-851728d0e88e","fr8mqCiecfbf9coDGLRV2l3U4Ex1","upset_pick","Upset Pick of the Week","Picked LAC to beat KC with only 35% win probability","15","""2025-12-16T15:11:08.318Z""","2025","nfl",
"f9ed0130-0a52-4ee2-8155-d954c36e080d","KNCanobU7uVRwHBloZcTX4hohOD2","most_wins","Most Wins of the Week","Got 11 picks correct this week","8","""2025-10-28T14:56:38.613Z""","2025","nfl",
"fd1e0964-b8d0-4da4-a9b2-8351edae6062","fr8mqCiecfbf9coDGLRV2l3U4Ex1","lone_wolf","Lone Wolf","Was the only player to pick CHI as the winner","6","""2025-11-10T06:14:41.034Z""","2025","nfl","f27424c5-879c-48b1-bfd9-92133a620c63"
